group,part_num,direction_block,session,trial_num,ratio,choice,decision,correct_through,ineficient_around,risky_bump,correct_around
Nonpressure Group,132,1,Session 1,3,0.8,0,0,1,0,0,0
Nonpressure Group,132,1,Session 1,4,0.9,0,0,1,0,0,0
Nonpressure Group,132,1,Session 1,5,1,0,0,1,0,0,0
Nonpressure Group,132,1,Session 1,6,1.1,0,1,0,0,0,1
Nonpressure Group,132,1,Session 1,7,1.2,0,1,0,0,0,1
Nonpressure Group,132,1,Session 1,8,1.3,0,1,0,0,0,1
Nonpressure Group,132,1,Session 1,9,1.4,0,1,0,0,0,1
Nonpressure Group,132,2,Session 1,10,1.4,0,1,0,0,0,1
Nonpressure Group,132,2,Session 1,11,1.3,0,1,0,0,0,1
Nonpressure Group,132,2,Session 1,12,1.2,0,1,0,0,0,1
Nonpressure Group,132,2,Session 1,13,1.1,1,0,0,0,1,0
Nonpressure Group,132,2,Session 1,14,1,1,1,0,1,0,0
Nonpressure Group,132,2,Session 1,15,0.9,0,0,1,0,0,0
Nonpressure Group,132,2,Session 1,16,0.8,0,0,1,0,0,0
Nonpressure Group,132,2,Session 1,17,0.7,0,0,1,0,0,0
Nonpressure Group,132,2,Session 1,18,0.6,0,0,1,0,0,0
Nonpressure Group,132,3,Session 1,19,0.6,0,0,1,0,0,0
Nonpressure Group,132,3,Session 1,20,0.7,0,0,1,0,0,0
Nonpressure Group,132,3,Session 1,21,0.8,0,0,1,0,0,0
Nonpressure Group,132,3,Session 1,22,0.9,0,0,1,0,0,0
Nonpressure Group,132,3,Session 1,23,1,1,1,0,1,0,0
Nonpressure Group,132,3,Session 1,24,1.1,0,1,0,0,0,1
Nonpressure Group,132,3,Session 1,25,1.2,0,1,0,0,0,1
Nonpressure Group,132,3,Session 1,26,1.3,0,1,0,0,0,1
Nonpressure Group,132,3,Session 1,27,1.4,0,1,0,0,0,1
Nonpressure Group,132,4,Session 1,28,1.4,0,1,0,0,0,1
Nonpressure Group,132,4,Session 1,29,1.3,0,1,0,0,0,1
Nonpressure Group,132,4,Session 1,30,1.2,0,1,0,0,0,1
Nonpressure Group,132,4,Session 1,31,1.1,0,1,0,0,0,1
Nonpressure Group,132,4,Session 1,32,1,1,1,0,1,0,0
Nonpressure Group,132,4,Session 1,33,0.9,1,1,0,1,0,0
Nonpressure Group,132,4,Session 1,34,0.8,1,1,0,1,0,0
Nonpressure Group,132,4,Session 1,35,0.7,0,0,1,0,0,0
Nonpressure Group,132,4,Session 1,36,0.6,0,0,1,0,0,0
Nonpressure Group,132,5,Session 1,37,0.6,0,0,1,0,0,0
Nonpressure Group,132,5,Session 1,38,0.7,0,0,1,0,0,0
Nonpressure Group,132,5,Session 1,39,0.8,0,0,1,0,0,0
Nonpressure Group,132,5,Session 1,40,0.9,0,0,1,0,0,0
Nonpressure Group,132,5,Session 1,41,1,0,0,1,0,0,0
Nonpressure Group,132,5,Session 1,42,1.1,0,1,0,0,0,1
Nonpressure Group,132,5,Session 1,43,1.2,0,1,0,0,0,1
Nonpressure Group,132,5,Session 1,44,1.3,0,1,0,0,0,1
Nonpressure Group,132,5,Session 1,45,1.4,0,1,0,0,0,1
Nonpressure Group,132,6,Session 1,46,1.4,0,1,0,0,0,1
Nonpressure Group,132,6,Session 1,47,1.3,0,1,0,0,0,1
Nonpressure Group,132,6,Session 1,48,1.2,0,1,0,0,0,1
Nonpressure Group,132,6,Session 1,49,1.1,0,1,0,0,0,1
Nonpressure Group,132,6,Session 1,50,1,1,1,0,1,0,0
Nonpressure Group,132,6,Session 1,51,0.9,1,1,0,1,0,0
Nonpressure Group,132,6,Session 1,52,0.8,1,1,0,1,0,0
Nonpressure Group,132,6,Session 1,53,0.7,0,0,1,0,0,0
Nonpressure Group,132,6,Session 1,54,0.6,0,0,1,0,0,0
Nonpressure Group,132,7,Session 1,55,0.6,0,0,1,0,0,0
Nonpressure Group,132,7,Session 1,56,0.7,0,0,1,0,0,0
Nonpressure Group,132,7,Session 1,57,0.8,0,0,1,0,0,0
Nonpressure Group,132,7,Session 1,58,0.9,0,0,1,0,0,0
Nonpressure Group,132,7,Session 1,59,1,0,0,1,0,0,0
Nonpressure Group,132,7,Session 1,60,1.1,0,1,0,0,0,1
Nonpressure Group,132,7,Session 1,61,1.2,0,1,0,0,0,1
Nonpressure Group,132,7,Session 1,62,1.3,0,1,0,0,0,1
Nonpressure Group,132,7,Session 1,63,1.4,0,1,0,0,0,1
Nonpressure Group,132,8,Session 1,64,1.4,0,1,0,0,0,1
Nonpressure Group,132,8,Session 1,65,1.3,0,1,0,0,0,1
Nonpressure Group,132,8,Session 1,66,1.2,0,1,0,0,0,1
Nonpressure Group,132,8,Session 1,67,1.1,0,1,0,0,0,1
Nonpressure Group,132,8,Session 1,68,1,1,1,0,1,0,0
Nonpressure Group,132,8,Session 1,69,0.9,0,0,1,0,0,0
Nonpressure Group,132,8,Session 1,70,0.8,0,0,1,0,0,0
Nonpressure Group,132,8,Session 1,71,0.7,0,0,1,0,0,0
Nonpressure Group,132,8,Session 1,72,0.6,0,0,1,0,0,0
Nonpressure Group,132,9,Session 2,1,1.4,0,1,0,0,0,1
Nonpressure Group,132,9,Session 2,2,1.3,0,1,0,0,0,1
Nonpressure Group,132,9,Session 2,3,1.2,1,0,0,0,1,0
Nonpressure Group,132,9,Session 2,4,1.1,1,0,0,0,1,0
Nonpressure Group,132,9,Session 2,5,1,0,0,1,0,0,0
Nonpressure Group,132,9,Session 2,6,0.9,0,0,1,0,0,0
Nonpressure Group,132,9,Session 2,7,0.8,1,1,0,1,0,0
Nonpressure Group,132,9,Session 2,8,0.7,0,0,1,0,0,0
Nonpressure Group,132,9,Session 2,9,0.6,0,0,1,0,0,0
Nonpressure Group,132,10,Session 2,10,0.6,0,0,1,0,0,0
Nonpressure Group,132,10,Session 2,11,0.7,0,0,1,0,0,0
Nonpressure Group,132,10,Session 2,12,0.8,0,0,1,0,0,0
Nonpressure Group,132,10,Session 2,13,0.9,0,0,1,0,0,0
Nonpressure Group,132,10,Session 2,14,1,0,0,1,0,0,0
Nonpressure Group,132,10,Session 2,15,1.1,1,0,0,0,1,0
Nonpressure Group,132,10,Session 2,16,1.2,0,1,0,0,0,1
Nonpressure Group,132,10,Session 2,17,1.3,0,1,0,0,0,1
Nonpressure Group,132,10,Session 2,18,1.4,0,1,0,0,0,1
Nonpressure Group,132,11,Session 2,19,1.4,0,1,0,0,0,1
Nonpressure Group,132,11,Session 2,20,1.3,0,1,0,0,0,1
Nonpressure Group,132,11,Session 2,21,1.2,0,1,0,0,0,1
Nonpressure Group,132,11,Session 2,22,1.1,1,0,0,0,1,0
Nonpressure Group,132,11,Session 2,23,1,0,0,1,0,0,0
Nonpressure Group,132,11,Session 2,24,0.9,1,1,0,1,0,0
Nonpressure Group,132,11,Session 2,25,0.8,0,0,1,0,0,0
Nonpressure Group,132,11,Session 2,26,0.7,0,0,1,0,0,0
Nonpressure Group,132,11,Session 2,27,0.6,0,0,1,0,0,0
Nonpressure Group,132,12,Session 2,28,0.6,0,0,1,0,0,0
Nonpressure Group,132,12,Session 2,29,0.7,0,0,1,0,0,0
Nonpressure Group,132,12,Session 2,30,0.8,0,0,1,0,0,0
Nonpressure Group,132,12,Session 2,31,0.9,0,0,1,0,0,0
Nonpressure Group,132,12,Session 2,32,1,0,0,1,0,0,0
Nonpressure Group,132,12,Session 2,33,1.1,0,1,0,0,0,1
Nonpressure Group,132,12,Session 2,34,1.2,0,1,0,0,0,1
Nonpressure Group,132,12,Session 2,35,1.3,0,1,0,0,0,1
Nonpressure Group,132,12,Session 2,36,1.4,0,1,0,0,0,1
Nonpressure Group,132,13,Session 2,37,1.4,0,1,0,0,0,1
Nonpressure Group,132,13,Session 2,38,1.3,0,1,0,0,0,1
Nonpressure Group,132,13,Session 2,39,1.2,0,1,0,0,0,1
Nonpressure Group,132,13,Session 2,40,1.1,0,1,0,0,0,1
Nonpressure Group,132,13,Session 2,41,1,0,0,1,0,0,0
Nonpressure Group,132,13,Session 2,42,0.9,0,0,1,0,0,0
Nonpressure Group,132,13,Session 2,43,0.8,0,0,1,0,0,0
Nonpressure Group,132,13,Session 2,44,0.7,0,0,1,0,0,0
Nonpressure Group,132,13,Session 2,45,0.6,0,0,1,0,0,0
Nonpressure Group,132,14,Session 2,46,0.6,0,0,1,0,0,0
Nonpressure Group,132,14,Session 2,47,0.7,0,0,1,0,0,0
Nonpressure Group,132,14,Session 2,48,0.8,0,0,1,0,0,0
Nonpressure Group,132,14,Session 2,49,0.9,1,1,0,1,0,0
Nonpressure Group,132,14,Session 2,50,1,1,1,0,1,0,0
Nonpressure Group,132,14,Session 2,51,1.1,0,1,0,0,0,1
Nonpressure Group,132,14,Session 2,52,1.2,0,1,0,0,0,1
Nonpressure Group,132,14,Session 2,53,1.3,0,1,0,0,0,1
Nonpressure Group,132,14,Session 2,54,1.4,0,1,0,0,0,1
Nonpressure Group,132,15,Session 2,55,1.4,0,1,0,0,0,1
Nonpressure Group,132,15,Session 2,56,1.3,0,1,0,0,0,1
Nonpressure Group,132,15,Session 2,57,1.2,0,1,0,0,0,1
Nonpressure Group,132,15,Session 2,58,1.1,0,1,0,0,0,1
Nonpressure Group,132,15,Session 2,59,1,0,0,1,0,0,0
Nonpressure Group,132,15,Session 2,60,0.9,1,1,0,1,0,0
Nonpressure Group,132,15,Session 2,61,0.8,0,0,1,0,0,0
Nonpressure Group,132,15,Session 2,62,0.7,0,0,1,0,0,0
Nonpressure Group,132,15,Session 2,63,0.6,0,0,1,0,0,0
Nonpressure Group,132,16,Session 2,64,0.6,0,0,1,0,0,0
Nonpressure Group,132,16,Session 2,65,0.7,0,0,1,0,0,0
Nonpressure Group,132,16,Session 2,66,0.8,0,0,1,0,0,0
Nonpressure Group,132,16,Session 2,67,0.9,1,1,0,1,0,0
Nonpressure Group,132,16,Session 2,68,1,0,0,1,0,0,0
Nonpressure Group,132,16,Session 2,69,1.1,1,0,0,0,1,0
Nonpressure Group,132,16,Session 2,70,1.2,0,1,0,0,0,1
Nonpressure Group,132,16,Session 2,71,1.3,0,1,0,0,0,1
Nonpressure Group,132,16,Session 2,72,1.4,0,1,0,0,0,1
Nonpressure Group,134,1,Session 1,1,0.6,0,0,1,0,0,0
Nonpressure Group,134,1,Session 1,2,0.7,0,0,1,0,0,0
Nonpressure Group,134,1,Session 1,3,0.8,1,1,0,1,0,0
Nonpressure Group,134,1,Session 1,4,0.9,1,1,0,1,0,0
Nonpressure Group,134,1,Session 1,5,1,1,1,0,1,0,0
Nonpressure Group,134,1,Session 1,6,1.1,1,0,0,0,1,0
Nonpressure Group,134,1,Session 1,7,1.2,0,1,0,0,0,1
Nonpressure Group,134,1,Session 1,8,1.3,0,1,0,0,0,1
Nonpressure Group,134,1,Session 1,9,1.4,0,1,0,0,0,1
Nonpressure Group,134,2,Session 1,10,1.4,0,1,0,0,0,1
Nonpressure Group,134,2,Session 1,11,1.3,0,1,0,0,0,1
Nonpressure Group,134,2,Session 1,12,1.2,0,1,0,0,0,1
Nonpressure Group,134,2,Session 1,13,1.1,0,1,0,0,0,1
Nonpressure Group,134,2,Session 1,14,1,1,1,0,1,0,0
Nonpressure Group,134,2,Session 1,15,0.9,1,1,0,1,0,0
Nonpressure Group,134,2,Session 1,16,0.8,1,1,0,1,0,0
Nonpressure Group,134,2,Session 1,17,0.7,1,1,0,1,0,0
Nonpressure Group,134,2,Session 1,18,0.6,0,0,1,0,0,0
Nonpressure Group,134,3,Session 1,19,0.6,0,0,1,0,0,0
Nonpressure Group,134,3,Session 1,20,0.7,1,1,0,1,0,0
Nonpressure Group,134,3,Session 1,21,0.8,1,1,0,1,0,0
Nonpressure Group,134,3,Session 1,22,0.9,1,1,0,1,0,0
Nonpressure Group,134,3,Session 1,23,1,1,1,0,1,0,0
Nonpressure Group,134,3,Session 1,24,1.1,0,1,0,0,0,1
Nonpressure Group,134,3,Session 1,25,1.2,0,1,0,0,0,1
Nonpressure Group,134,3,Session 1,26,1.3,0,1,0,0,0,1
Nonpressure Group,134,3,Session 1,27,1.4,0,1,0,0,0,1
Nonpressure Group,134,4,Session 1,28,1.4,0,1,0,0,0,1
Nonpressure Group,134,4,Session 1,29,1.3,0,1,0,0,0,1
Nonpressure Group,134,4,Session 1,30,1.2,0,1,0,0,0,1
Nonpressure Group,134,4,Session 1,31,1.1,0,1,0,0,0,1
Nonpressure Group,134,4,Session 1,32,1,1,1,0,1,0,0
Nonpressure Group,134,4,Session 1,33,0.9,1,1,0,1,0,0
Nonpressure Group,134,4,Session 1,34,0.8,1,1,0,1,0,0
Nonpressure Group,134,4,Session 1,35,0.7,1,1,0,1,0,0
Nonpressure Group,134,4,Session 1,36,0.6,0,0,1,0,0,0
Nonpressure Group,134,5,Session 1,37,0.6,1,1,0,1,0,0
Nonpressure Group,134,5,Session 1,38,0.7,0,0,1,0,0,0
Nonpressure Group,134,5,Session 1,39,0.8,0,0,1,0,0,0
Nonpressure Group,134,5,Session 1,40,0.9,0,0,1,0,0,0
Nonpressure Group,134,5,Session 1,41,1,1,1,0,1,0,0
Nonpressure Group,134,5,Session 1,42,1.1,0,1,0,0,0,1
Nonpressure Group,134,5,Session 1,43,1.2,0,1,0,0,0,1
Nonpressure Group,134,5,Session 1,44,1.3,0,1,0,0,0,1
Nonpressure Group,134,5,Session 1,45,1.4,0,1,0,0,0,1
Nonpressure Group,134,6,Session 1,46,1.4,0,1,0,0,0,1
Nonpressure Group,134,6,Session 1,47,1.3,0,1,0,0,0,1
Nonpressure Group,134,6,Session 1,48,1.2,0,1,0,0,0,1
Nonpressure Group,134,6,Session 1,49,1.1,0,1,0,0,0,1
Nonpressure Group,134,6,Session 1,50,1,1,1,0,1,0,0
Nonpressure Group,134,6,Session 1,51,0.9,1,1,0,1,0,0
Nonpressure Group,134,6,Session 1,52,0.8,1,1,0,1,0,0
Nonpressure Group,134,6,Session 1,53,0.7,0,0,1,0,0,0
Nonpressure Group,134,6,Session 1,54,0.6,0,0,1,0,0,0
Nonpressure Group,134,7,Session 1,55,0.6,0,0,1,0,0,0
Nonpressure Group,134,7,Session 1,56,0.7,0,0,1,0,0,0
Nonpressure Group,134,7,Session 1,57,0.8,1,1,0,1,0,0
Nonpressure Group,134,7,Session 1,58,0.9,1,1,0,1,0,0
Nonpressure Group,134,7,Session 1,59,1,1,1,0,1,0,0
Nonpressure Group,134,7,Session 1,60,1.1,0,1,0,0,0,1
Nonpressure Group,134,7,Session 1,61,1.2,0,1,0,0,0,1
Nonpressure Group,134,7,Session 1,62,1.3,0,1,0,0,0,1
Nonpressure Group,134,7,Session 1,63,1.4,0,1,0,0,0,1
Nonpressure Group,134,8,Session 1,64,1.4,0,1,0,0,0,1
Nonpressure Group,134,8,Session 1,65,1.3,0,1,0,0,0,1
Nonpressure Group,134,8,Session 1,66,1.2,0,1,0,0,0,1
Nonpressure Group,134,8,Session 1,67,1.1,0,1,0,0,0,1
Nonpressure Group,134,8,Session 1,68,1,1,1,0,1,0,0
Nonpressure Group,134,8,Session 1,69,0.9,1,1,0,1,0,0
Nonpressure Group,134,8,Session 1,70,0.8,0,0,1,0,0,0
Nonpressure Group,134,8,Session 1,71,0.7,1,1,0,1,0,0
Nonpressure Group,134,8,Session 1,72,0.6,0,0,1,0,0,0
Nonpressure Group,134,9,Session 2,1,1.4,0,1,0,0,0,1
Nonpressure Group,134,9,Session 2,2,1.3,0,1,0,0,0,1
Nonpressure Group,134,9,Session 2,3,1.2,0,1,0,0,0,1
Nonpressure Group,134,9,Session 2,4,1.1,0,1,0,0,0,1
Nonpressure Group,134,9,Session 2,5,1,1,1,0,1,0,0
Nonpressure Group,134,9,Session 2,6,0.9,1,1,0,1,0,0
Nonpressure Group,134,9,Session 2,7,0.8,1,1,0,1,0,0
Nonpressure Group,134,9,Session 2,8,0.7,1,1,0,1,0,0
Nonpressure Group,134,9,Session 2,9,0.6,0,0,1,0,0,0
Nonpressure Group,134,10,Session 2,10,0.6,0,0,1,0,0,0
Nonpressure Group,134,10,Session 2,11,0.7,0,0,1,0,0,0
Nonpressure Group,134,10,Session 2,12,0.8,0,0,1,0,0,0
Nonpressure Group,134,10,Session 2,13,0.9,0,0,1,0,0,0
Nonpressure Group,134,10,Session 2,14,1,1,1,0,1,0,0
Nonpressure Group,134,10,Session 2,15,1.1,0,1,0,0,0,1
Nonpressure Group,134,10,Session 2,16,1.2,0,1,0,0,0,1
Nonpressure Group,134,10,Session 2,17,1.3,0,1,0,0,0,1
Nonpressure Group,134,10,Session 2,18,1.4,0,1,0,0,0,1
Nonpressure Group,134,11,Session 2,19,1.4,0,1,0,0,0,1
Nonpressure Group,134,11,Session 2,20,1.3,0,1,0,0,0,1
Nonpressure Group,134,11,Session 2,21,1.2,0,1,0,0,0,1
Nonpressure Group,134,11,Session 2,22,1.1,0,1,0,0,0,1
Nonpressure Group,134,11,Session 2,23,1,0,0,1,0,0,0
Nonpressure Group,134,11,Session 2,24,0.9,1,1,0,1,0,0
Nonpressure Group,134,11,Session 2,25,0.8,0,0,1,0,0,0
Nonpressure Group,134,11,Session 2,26,0.7,1,1,0,1,0,0
Nonpressure Group,134,11,Session 2,27,0.6,1,1,0,1,0,0
Nonpressure Group,134,12,Session 2,28,0.6,1,1,0,1,0,0
Nonpressure Group,134,12,Session 2,29,0.7,1,1,0,1,0,0
Nonpressure Group,134,12,Session 2,30,0.8,1,1,0,1,0,0
Nonpressure Group,134,12,Session 2,31,0.9,0,0,1,0,0,0
Nonpressure Group,134,12,Session 2,32,1,1,1,0,1,0,0
Nonpressure Group,134,12,Session 2,33,1.1,0,1,0,0,0,1
Nonpressure Group,134,12,Session 2,34,1.2,0,1,0,0,0,1
Nonpressure Group,134,12,Session 2,35,1.3,0,1,0,0,0,1
Nonpressure Group,134,12,Session 2,36,1.4,0,1,0,0,0,1
Nonpressure Group,134,13,Session 2,37,1.4,0,1,0,0,0,1
Nonpressure Group,134,13,Session 2,38,1.3,0,1,0,0,0,1
Nonpressure Group,134,13,Session 2,39,1.2,0,1,0,0,0,1
Nonpressure Group,134,13,Session 2,40,1.1,0,1,0,0,0,1
Nonpressure Group,134,13,Session 2,41,1,1,1,0,1,0,0
Nonpressure Group,134,13,Session 2,42,0.9,1,1,0,1,0,0
Nonpressure Group,134,13,Session 2,43,0.8,1,1,0,1,0,0
Nonpressure Group,134,13,Session 2,44,0.7,1,1,0,1,0,0
Nonpressure Group,134,13,Session 2,45,0.6,1,1,0,1,0,0
Nonpressure Group,134,14,Session 2,46,0.6,0,0,1,0,0,0
Nonpressure Group,134,14,Session 2,47,0.7,0,0,1,0,0,0
Nonpressure Group,134,14,Session 2,48,0.8,1,1,0,1,0,0
Nonpressure Group,134,14,Session 2,49,0.9,1,1,0,1,0,0
Nonpressure Group,134,14,Session 2,50,1,1,1,0,1,0,0
Nonpressure Group,134,14,Session 2,51,1.1,0,1,0,0,0,1
Nonpressure Group,134,14,Session 2,52,1.2,0,1,0,0,0,1
Nonpressure Group,134,14,Session 2,53,1.3,0,1,0,0,0,1
Nonpressure Group,134,14,Session 2,54,1.4,0,1,0,0,0,1
Nonpressure Group,134,15,Session 2,55,1.4,0,1,0,0,0,1
Nonpressure Group,134,15,Session 2,56,1.3,0,1,0,0,0,1
Nonpressure Group,134,15,Session 2,57,1.2,0,1,0,0,0,1
Nonpressure Group,134,15,Session 2,58,1.1,0,1,0,0,0,1
Nonpressure Group,134,15,Session 2,59,1,1,1,0,1,0,0
Nonpressure Group,134,15,Session 2,60,0.9,1,1,0,1,0,0
Nonpressure Group,134,15,Session 2,61,0.8,1,1,0,1,0,0
Nonpressure Group,134,15,Session 2,62,0.7,1,1,0,1,0,0
Nonpressure Group,134,15,Session 2,63,0.6,1,1,0,1,0,0
Nonpressure Group,134,16,Session 2,64,0.6,1,1,0,1,0,0
Nonpressure Group,134,16,Session 2,65,0.7,0,0,1,0,0,0
Nonpressure Group,134,16,Session 2,66,0.8,0,0,1,0,0,0
Nonpressure Group,134,16,Session 2,67,0.9,0,0,1,0,0,0
Nonpressure Group,134,16,Session 2,68,1,1,1,0,1,0,0
Nonpressure Group,134,16,Session 2,69,1.1,0,1,0,0,0,1
Nonpressure Group,134,16,Session 2,70,1.2,0,1,0,0,0,1
Nonpressure Group,134,16,Session 2,71,1.3,0,1,0,0,0,1
Nonpressure Group,134,16,Session 2,72,1.4,0,1,0,0,0,1
Nonpressure Group,135,1,Session 1,1,0.6,0,0,1,0,0,0
Nonpressure Group,135,1,Session 1,2,0.7,0,0,1,0,0,0
Nonpressure Group,135,1,Session 1,3,0.8,0,0,1,0,0,0
Nonpressure Group,135,1,Session 1,4,0.9,0,0,1,0,0,0
Nonpressure Group,135,1,Session 1,5,1,0,0,1,0,0,0
Nonpressure Group,135,1,Session 1,6,1.1,1,0,0,0,1,0
Nonpressure Group,135,1,Session 1,7,1.2,0,1,0,0,0,1
Nonpressure Group,135,1,Session 1,8,1.3,0,1,0,0,0,1
Nonpressure Group,135,1,Session 1,9,1.4,0,1,0,0,0,1
Nonpressure Group,135,2,Session 1,10,1.4,0,1,0,0,0,1
Nonpressure Group,135,2,Session 1,11,1.3,0,1,0,0,0,1
Nonpressure Group,135,2,Session 1,12,1.2,0,1,0,0,0,1
Nonpressure Group,135,2,Session 1,13,1.1,1,0,0,0,1,0
Nonpressure Group,135,2,Session 1,14,1,0,0,1,0,0,0
Nonpressure Group,135,2,Session 1,15,0.9,0,0,1,0,0,0
Nonpressure Group,135,2,Session 1,16,0.8,0,0,1,0,0,0
Nonpressure Group,135,2,Session 1,17,0.7,0,0,1,0,0,0
Nonpressure Group,135,2,Session 1,18,0.6,0,0,1,0,0,0
Nonpressure Group,135,3,Session 1,19,0.6,0,0,1,0,0,0
Nonpressure Group,135,3,Session 1,20,0.7,0,0,1,0,0,0
Nonpressure Group,135,3,Session 1,21,0.8,0,0,1,0,0,0
Nonpressure Group,135,3,Session 1,22,0.9,0,0,1,0,0,0
Nonpressure Group,135,3,Session 1,23,1,0,0,1,0,0,0
Nonpressure Group,135,3,Session 1,24,1.1,0,1,0,0,0,1
Nonpressure Group,135,3,Session 1,25,1.2,0,1,0,0,0,1
Nonpressure Group,135,3,Session 1,26,1.3,0,1,0,0,0,1
Nonpressure Group,135,3,Session 1,27,1.4,0,1,0,0,0,1
Nonpressure Group,135,4,Session 1,28,1.4,0,1,0,0,0,1
Nonpressure Group,135,4,Session 1,29,1.3,0,1,0,0,0,1
Nonpressure Group,135,4,Session 1,30,1.2,0,1,0,0,0,1
Nonpressure Group,135,4,Session 1,31,1.1,1,0,0,0,1,0
Nonpressure Group,135,4,Session 1,32,1,0,0,1,0,0,0
Nonpressure Group,135,4,Session 1,33,0.9,1,1,0,1,0,0
Nonpressure Group,135,4,Session 1,34,0.8,0,0,1,0,0,0
Nonpressure Group,135,4,Session 1,35,0.7,0,0,1,0,0,0
Nonpressure Group,135,4,Session 1,36,0.6,0,0,1,0,0,0
Nonpressure Group,135,5,Session 1,37,0.6,1,1,0,1,0,0
Nonpressure Group,135,5,Session 1,38,0.7,0,0,1,0,0,0
Nonpressure Group,135,5,Session 1,39,0.8,0,0,1,0,0,0
Nonpressure Group,135,5,Session 1,40,0.9,0,0,1,0,0,0
Nonpressure Group,135,5,Session 1,41,1,0,0,1,0,0,0
Nonpressure Group,135,5,Session 1,42,1.1,1,0,0,0,1,0
Nonpressure Group,135,5,Session 1,43,1.2,0,1,0,0,0,1
Nonpressure Group,135,5,Session 1,44,1.3,0,1,0,0,0,1
Nonpressure Group,135,5,Session 1,45,1.4,0,1,0,0,0,1
Nonpressure Group,135,6,Session 1,46,1.4,0,1,0,0,0,1
Nonpressure Group,135,6,Session 1,47,1.3,0,1,0,0,0,1
Nonpressure Group,135,6,Session 1,48,1.2,0,1,0,0,0,1
Nonpressure Group,135,6,Session 1,49,1.1,1,0,0,0,1,0
Nonpressure Group,135,6,Session 1,50,1,0,0,1,0,0,0
Nonpressure Group,135,6,Session 1,51,0.9,0,0,1,0,0,0
Nonpressure Group,135,6,Session 1,52,0.8,0,0,1,0,0,0
Nonpressure Group,135,6,Session 1,53,0.7,0,0,1,0,0,0
Nonpressure Group,135,6,Session 1,54,0.6,0,0,1,0,0,0
Nonpressure Group,135,7,Session 1,55,0.6,0,0,1,0,0,0
Nonpressure Group,135,7,Session 1,56,0.7,0,0,1,0,0,0
Nonpressure Group,135,7,Session 1,57,0.8,0,0,1,0,0,0
Nonpressure Group,135,7,Session 1,58,0.9,0,0,1,0,0,0
Nonpressure Group,135,7,Session 1,59,1,0,0,1,0,0,0
Nonpressure Group,135,7,Session 1,60,1.1,0,1,0,0,0,1
Nonpressure Group,135,7,Session 1,61,1.2,0,1,0,0,0,1
Nonpressure Group,135,7,Session 1,62,1.3,0,1,0,0,0,1
Nonpressure Group,135,7,Session 1,63,1.4,0,1,0,0,0,1
Nonpressure Group,135,8,Session 1,64,1.4,0,1,0,0,0,1
Nonpressure Group,135,8,Session 1,65,1.3,0,1,0,0,0,1
Nonpressure Group,135,8,Session 1,66,1.2,0,1,0,0,0,1
Nonpressure Group,135,8,Session 1,67,1.1,1,0,0,0,1,0
Nonpressure Group,135,8,Session 1,68,1,1,1,0,1,0,0
Nonpressure Group,135,8,Session 1,69,0.9,0,0,1,0,0,0
Nonpressure Group,135,8,Session 1,70,0.8,0,0,1,0,0,0
Nonpressure Group,135,8,Session 1,71,0.7,0,0,1,0,0,0
Nonpressure Group,135,8,Session 1,72,0.6,0,0,1,0,0,0
Nonpressure Group,135,9,Session 2,1,1.4,0,1,0,0,0,1
Nonpressure Group,135,9,Session 2,2,1.3,0,1,0,0,0,1
Nonpressure Group,135,9,Session 2,3,1.2,0,1,0,0,0,1
Nonpressure Group,135,9,Session 2,4,1.1,1,0,0,0,1,0
Nonpressure Group,135,9,Session 2,5,1,0,0,1,0,0,0
Nonpressure Group,135,9,Session 2,6,0.9,0,0,1,0,0,0
Nonpressure Group,135,9,Session 2,7,0.8,0,0,1,0,0,0
Nonpressure Group,135,9,Session 2,8,0.7,0,0,1,0,0,0
Nonpressure Group,135,9,Session 2,9,0.6,0,0,1,0,0,0
Nonpressure Group,135,10,Session 2,10,0.6,0,0,1,0,0,0
Nonpressure Group,135,10,Session 2,11,0.7,0,0,1,0,0,0
Nonpressure Group,135,10,Session 2,12,0.8,0,0,1,0,0,0
Nonpressure Group,135,10,Session 2,13,0.9,0,0,1,0,0,0
Nonpressure Group,135,10,Session 2,14,1,0,0,1,0,0,0
Nonpressure Group,135,10,Session 2,15,1.1,0,1,0,0,0,1
Nonpressure Group,135,10,Session 2,16,1.2,0,1,0,0,0,1
Nonpressure Group,135,10,Session 2,17,1.3,0,1,0,0,0,1
Nonpressure Group,135,10,Session 2,18,1.4,0,1,0,0,0,1
Nonpressure Group,135,11,Session 2,19,1.4,0,1,0,0,0,1
Nonpressure Group,135,11,Session 2,20,1.3,0,1,0,0,0,1
Nonpressure Group,135,11,Session 2,21,1.2,0,1,0,0,0,1
Nonpressure Group,135,11,Session 2,22,1.1,1,0,0,0,1,0
Nonpressure Group,135,11,Session 2,23,1,1,1,0,1,0,0
Nonpressure Group,135,11,Session 2,24,0.9,0,0,1,0,0,0
Nonpressure Group,135,11,Session 2,25,0.8,0,0,1,0,0,0
Nonpressure Group,135,11,Session 2,26,0.7,0,0,1,0,0,0
Nonpressure Group,135,11,Session 2,27,0.6,0,0,1,0,0,0
Nonpressure Group,135,12,Session 2,28,0.6,0,0,1,0,0,0
Nonpressure Group,135,12,Session 2,29,0.7,0,0,1,0,0,0
Nonpressure Group,135,12,Session 2,30,0.8,0,0,1,0,0,0
Nonpressure Group,135,12,Session 2,31,0.9,0,0,1,0,0,0
